仰角,Month,Day,Hour,Minute
31.9,2,9,15,20
30.02,2,9,15,30
28.06,2,9,15,40
26.05,2,9,15,50
23.98,2,9,16,0
21.85,2,9,16,10
19.68,2,9,16,20
17.47,2,9,16,30
15.22,2,9,16,40
12.93,2,9,16,50
10.62,2,9,17,0
8.28,2,9,17,10
5.93,2,9,17,20
3.56,2,9,17,30
1.19,2,9,17,40
0.0,2,9,17,50
0.0,2,9,18,0
0.0,2,9,18,10
0.0,2,9,18,20
0.0,2,9,18,30
0.0,2,9,18,40
0.0,2,9,18,50
0.0,2,9,19,0
0.0,2,8,5,0
0.0,2,8,5,10
0.0,2,8,5,20
0.0,2,8,5,30
0.0,2,8,5,40
0.0,2,8,5,50
0.0,2,8,6,0
0.0,2,8,6,10
0.0,2,8,6,20
0.0,2,8,6,30
1.91,2,8,6,40
4.29,2,8,6,50
6.66,2,8,7,0
9.01,2,8,7,10
11.35,2,8,7,20
13.66,2,8,7,30
15.94,2,8,7,40
18.19,2,8,7,50
20.39,2,8,8,0
22.56,2,8,8,10
24.67,2,8,8,20
26.73,2,8,8,30
28.73,2,8,8,40
30.67,2,8,8,50
32.54,2,8,9,0
34.34,2,8,9,10
36.06,2,8,9,20
37.71,2,8,9,30
39.27,2,8,9,40
40.75,2,8,9,50
42.14,2,8,10,0
43.43,2,8,10,10
44.64,2,8,10,20
45.74,2,8,10,30
46.74,2,8,10,40
47.65,2,8,10,50
48.44,2,8,11,0
49.14,2,8,11,10
49.72,2,8,11,20
50.2,2,8,11,30
50.56,2,8,11,40
50.82,2,8,11,50
50.96,2,8,12,0
51.0,2,8,12,10
50.92,2,8,12,20
50.73,2,8,12,30
50.43,2,8,12,40
50.02,2,8,12,50
49.5,2,8,13,0
48.87,2,8,13,10
48.14,2,8,13,20
47.3,2,8,13,30
46.36,2,8,13,40
45.31,2,8,13,50
44.17,2,8,14,0
42.93,2,8,14,10
41.59,2,8,14,20
40.17,2,8,14,30
38.66,2,8,14,40
37.06,2,8,14,50
35.38,2,8,15,0
33.63,2,8,15,10
31.8,2,8,15,20
29.9,2,8,15,30
27.94,2,8,15,40
25.91,2,8,15,50
23.83,2,8,16,0
21.7,2,8,16,10
19.52,2,8,16,20
17.29,2,8,16,30
15.03,2,8,16,40
12.74,2,8,16,50
10.42,2,8,17,0
8.07,2,8,17,10
5.71,2,8,17,20
3.34,2,8,17,30
0.95,2,8,17,40
0.0,2,8,17,50
0.0,2,8,18,0
0.0,2,8,18,10
0.0,2,8,18,20
0.0,2,8,18,30
0.0,2,8,18,40
0.0,2,8,18,50
0.0,2,8,19,0
0.0,2,7,5,0
0.0,2,7,5,10
0.0,2,7,5,20
0.0,2,7,5,30
0.0,2,7,5,40
0.0,2,7,5,50
0.0,2,7,6,0
0.0,2,7,6,10
0.0,2,7,6,20
0.0,2,7,6,30
1.79,2,7,6,40
4.17,2,7,6,50
6.55,2,7,7,0
8.91,2,7,7,10
11.25,2,7,7,20
13.56,2,7,7,30
15.85,2,7,7,40
18.1,2,7,7,50
20.31,2,7,8,0
22.48,2,7,8,10
24.6,2,7,8,20
26.66,2,7,8,30
28.67,2,7,8,40
30.61,2,7,8,50
32.49,2,7,9,0
34.29,2,7,9,10
36.02,2,7,9,20
37.67,2,7,9,30
39.24,2,7,9,40
40.72,2,7,9,50
42.11,2,7,10,0
43.41,2,7,10,10
44.62,2,7,10,20
45.73,2,7,10,30
46.73,2,7,10,40
47.64,2,7,10,50
48.44,2,7,11,0
49.13,2,7,11,10
49.72,2,7,11,20
50.19,2,7,11,30
50.56,2,7,11,40
50.82,2,7,11,50
50.96,2,7,12,0
51.0,2,7,12,10
50.92,2,7,12,20
50.73,2,7,12,30
50.43,2,7,12,40
50.02,2,7,12,50
49.5,2,7,13,0
48.87,2,7,13,10
48.13,2,7,13,20
47.29,2,7,13,30
46.34,2,7,13,40
45.29,2,7,13,50
44.15,2,7,14,0
42.9,2,7,14,10
41.57,2,7,14,20
40.14,2,7,14,30
38.62,2,7,14,40
37.02,2,7,14,50
35.34,2,7,15,0
33.58,2,7,15,10
31.74,2,7,15,20
29.84,2,7,15,30
27.87,2,7,15,40
25.84,2,7,15,50
23.76,2,7,16,0
21.62,2,7,16,10
19.43,2,7,16,20
17.21,2,7,16,30
14.94,2,7,16,40
12.64,2,7,16,50
10.32,2,7,17,0
7.97,2,7,17,10
5.6,2,7,17,20
3.22,2,7,17,30
0.84,2,7,17,40
0.0,2,7,17,50
0.0,2,7,18,0
0.0,2,7,18,10
0.0,2,7,18,20
0.0,2,7,18,30
0.0,2,7,18,40
0.0,2,7,18,50
0.0,2,7,19,0
0.0,2,6,5,0
0.0,2,6,5,10
0.0,2,6,5,20
0.0,2,6,5,30
0.0,2,6,5,40
0.0,2,6,5,50
0.0,2,6,6,0
0.0,2,6,6,10
0.0,2,6,6,20
0.0,2,6,6,30
1.64,2,6,6,40
3.98,2,6,6,50
6.31,2,6,7,0
8.63,2,6,7,10
10.93,2,6,7,20
13.2,2,6,7,30
15.45,2,6,7,40
17.66,2,6,7,50
19.84,2,6,8,0
21.97,2,6,8,10
24.05,2,6,8,20
26.07,2,6,8,30
28.05,2,6,8,40
29.96,2,6,8,50
31.8,2,6,9,0
33.57,2,6,9,10
35.27,2,6,9,20
36.89,2,6,9,30
38.44,2,6,9,40
39.89,2,6,9,50
41.26,2,6,10,0
42.54,2,6,10,10
43.72,2,6,10,20
44.81,2,6,10,30
45.8,2,6,10,40
46.69,2,6,10,50
47.48,2,6,11,0
48.16,2,6,11,10
48.74,2,6,11,20
49.21,2,6,11,30
49.57,2,6,11,40
49.82,2,6,11,50
49.96,2,6,12,0
50.0,2,6,12,10
49.92,2,6,12,20
49.73,2,6,12,30
49.44,2,6,12,40
49.03,2,6,12,50
48.52,2,6,13,0
47.9,2,6,13,10
47.18,2,6,13,20
46.35,2,6,13,30
45.42,2,6,13,40
44.39,2,6,13,50
43.26,2,6,14,0
42.04,2,6,14,10
40.72,2,6,14,20
39.32,2,6,14,30
37.83,2,6,14,40
36.26,2,6,14,50
34.6,2,6,15,0
32.87,2,6,15,10
31.07,2,6,15,20
29.2,2,6,15,30
27.26,2,6,15,40
25.27,2,6,15,50
23.22,2,6,16,0
21.12,2,6,16,10
18.97,2,6,16,20
16.78,2,6,16,30
14.56,2,6,16,40
12.3,2,6,16,50
10.01,2,6,17,0
7.71,2,6,17,10
5.38,2,6,17,20
3.05,2,6,17,30
0.7,2,6,17,40
0.0,2,6,17,50
0.0,2,6,18,0
0.0,2,6,18,10
0.0,2,6,18,20
0.0,2,6,18,30
0.0,2,6,18,40
0.0,2,6,18,50
0.0,2,6,19,0
0.0,2,5,5,0
0.0,2,5,5,10
0.0,2,5,5,20
0.0,2,5,5,30
0.0,2,5,5,40
0.0,2,5,5,50
0.0,2,5,6,0
0.0,2,5,6,10
0.0,2,5,6,20
0.0,2,5,6,30
1.76,2,5,6,40
4.1,2,5,6,50
6.44,2,5,7,0
8.76,2,5,7,10
11.06,2,5,7,20
13.34,2,5,7,30
15.58,2,5,7,40
17.8,2,5,7,50
19.97,2,5,8,0
22.1,2,5,8,10
24.18,2,5,8,20
26.21,2,5,8,30
28.18,2,5,8,40
30.09,2,5,8,50
31.93,2,5,9,0
33.7,2,5,9,10
35.4,2,5,9,20
37.02,2,5,9,30
38.55,2,5,9,40
40.0,2,5,9,50
41.37,2,5,10,0
42.64,2,5,10,10
43.82,2,5,10,20
44.9,2,5,10,30
45.88,2,5,10,40
46.77,2,5,10,50
47.55,2,5,11,0
48.22,2,5,11,10
48.79,2,5,11,20
49.25,2,5,11,30
49.6,2,5,11,40
49.84,2,5,11,50
49.97,2,5,12,0
50.0,2,5,12,10
49.91,2,5,12,20
49.71,2,5,12,30
49.4,2,5,12,40
48.98,2,5,12,50
48.46,2,5,13,0
47.83,2,5,13,10
47.09,2,5,13,20
46.25,2,5,13,30
45.31,2,5,13,40
44.26,2,5,13,50
43.12,2,5,14,0
41.89,2,5,14,10
40.56,2,5,14,20
39.14,2,5,14,30
37.64,2,5,14,40
36.05,2,5,14,50
34.39,2,5,15,0
32.65,2,5,15,10
30.83,2,5,15,20
28.95,2,5,15,30
27.01,2,5,15,40
25.0,2,5,15,50
22.94,2,5,16,0
20.83,2,5,16,10
18.67,2,5,16,20
16.47,2,5,16,30
14.24,2,5,16,40
11.97,2,5,16,50
9.68,2,5,17,0
7.37,2,5,17,10
5.04,2,5,17,20
2.7,2,5,17,30
0.35,2,5,17,40
0.0,2,5,17,50
0.0,2,5,18,0
0.0,2,5,18,10
0.0,2,5,18,20
0.0,2,5,18,30
0.0,2,5,18,40
0.0,2,5,18,50
0.0,2,5,19,0
0.0,2,4,5,0
0.0,2,4,5,10
0.0,2,4,5,20
0.0,2,4,5,30
0.0,2,4,5,40
0.0,2,4,5,50
0.0,2,4,6,0
0.0,2,4,6,10
0.0,2,4,6,20
0.0,2,4,6,30
1.53,2,4,6,40
3.88,2,4,6,50
6.22,2,4,7,0
8.55,2,4,7,10
10.86,2,4,7,20
13.15,2,4,7,30
15.41,2,4,7,40
17.63,2,4,7,50
19.81,2,4,8,0
21.95,2,4,8,10
24.04,2,4,8,20
26.08,2,4,8,30
28.06,2,4,8,40
29.98,2,4,8,50
31.83,2,4,9,0
33.61,2,4,9,10
35.31,2,4,9,20
36.94,2,4,9,30
38.49,2,4,9,40
39.95,2,4,9,50
41.32,2,4,10,0
42.6,2,4,10,10
43.78,2,4,10,20
44.87,2,4,10,30
45.86,2,4,10,40
46.75,2,4,10,50
47.53,2,4,11,0
48.21,2,4,11,10
48.78,2,4,11,20
49.24,2,4,11,30
49.6,2,4,11,40
49.84,2,4,11,50
49.97,2,4,12,0
50.0,2,4,12,10
49.91,2,4,12,20
49.71,2,4,12,30
49.4,2,4,12,40
48.98,2,4,12,50
48.45,2,4,13,0
47.81,2,4,13,10
47.07,2,4,13,20
46.23,2,4,13,30
45.28,2,4,13,40
44.23,2,4,13,50
43.08,2,4,14,0
41.84,2,4,14,10
40.51,2,4,14,20
39.08,2,4,14,30
37.57,2,4,14,40
35.97,2,4,14,50
34.3,2,4,15,0
32.55,2,4,15,10
30.73,2,4,15,20
28.83,2,4,15,30
26.88,2,4,15,40
24.86,2,4,15,50
22.79,2,4,16,0
20.67,2,4,16,10
18.51,2,4,16,20
16.3,2,4,16,30
14.06,2,4,16,40
11.78,2,4,16,50
9.48,2,4,17,0
7.16,2,4,17,10
4.82,2,4,17,20
2.47,2,4,17,30
0.12,2,4,17,40
0.0,2,4,17,50
0.0,2,4,18,0
0.0,2,4,18,10
0.0,2,4,18,20
0.0,2,4,18,30
0.0,2,4,18,40
0.0,2,4,18,50
0.0,2,4,19,0
0.0,2,3,5,0
0.0,2,3,5,10
0.0,2,3,5,20
0.0,2,3,5,30
0.0,2,3,5,40
0.0,2,3,5,50
0.0,2,3,6,0
0.0,2,3,6,10
0.0,2,3,6,20
0.0,2,3,6,30
1.5,2,3,6,40
3.8,2,3,6,50
6.1,2,3,7,0
8.38,2,3,7,10
10.65,2,3,7,20
12.89,2,3,7,30
15.1,2,3,7,40
17.28,2,3,7,50
19.42,2,3,8,0
21.51,2,3,8,10
23.56,2,3,8,20
25.56,2,3,8,30
27.5,2,3,8,40
29.38,2,3,8,50
31.19,2,3,9,0
32.94,2,3,9,10
34.61,2,3,9,20
36.2,2,3,9,30
37.72,2,3,9,40
39.15,2,3,9,50
40.49,2,3,10,0
41.75,2,3,10,10
42.91,2,3,10,20
43.97,2,3,10,30
44.94,2,3,10,40
45.81,2,3,10,50
46.58,2,3,11,0
47.24,2,3,11,10
47.8,2,3,11,20
48.26,2,3,11,30
48.6,2,3,11,40
48.84,2,3,11,50
48.97,2,3,12,0
49.0,2,3,12,10
48.91,2,3,12,20
48.71,2,3,12,30
48.41,2,3,12,40
48.0,2,3,12,50
47.48,2,3,13,0
46.86,2,3,13,10
46.13,2,3,13,20
45.3,2,3,13,30
44.37,2,3,13,40
43.35,2,3,13,50
42.22,2,3,14,0
41.0,2,3,14,10
39.7,2,3,14,20
38.3,2,3,14,30
36.82,2,3,14,40
35.25,2,3,14,50
33.61,2,3,15,0
31.9,2,3,15,10
30.11,2,3,15,20
28.26,2,3,15,30
26.34,2,3,15,40
24.37,2,3,15,50
22.34,2,3,16,0
20.26,2,3,16,10
18.14,2,3,16,20
15.97,2,3,16,30
13.77,2,3,16,40
11.55,2,3,16,50
9.29,2,3,17,0
7.01,2,3,17,10
4.72,2,3,17,20
2.42,2,3,17,30
0.12,2,3,17,40
0.0,2,3,17,50
0.0,2,3,18,0
0.0,2,3,18,10
0.0,2,3,18,20
0.0,2,3,18,30
0.0,2,3,18,40
0.0,2,3,18,50
0.0,2,3,19,0
0.0,2,2,5,0
0.0,2,2,5,10
0.0,2,2,5,20
0.0,2,2,5,30
0.0,2,2,5,40
0.0,2,2,5,50
0.0,2,2,6,0
0.0,2,2,6,10
0.0,2,2,6,20
0.0,2,2,6,30
1.27,2,2,6,40
3.58,2,2,6,50
5.89,2,2,7,0
8.18,2,2,7,10
10.45,2,2,7,20
12.7,2,2,7,30
14.92,2,2,7,40
17.11,2,2,7,50
19.26,2,2,8,0
21.36,2,2,8,10
23.42,2,2,8,20
25.43,2,2,8,30
27.38,2,2,8,40
29.27,2,2,8,50
31.09,2,2,9,0
32.84,2,2,9,10
34.53,2,2,9,20
36.13,2,2,9,30
37.65,2,2,9,40
39.09,2,2,9,50
40.44,2,2,10,0
41.7,2,2,10,10
42.87,2,2,10,20
43.94,2,2,10,30
44.92,2,2,10,40
45.79,2,2,10,50
46.57,2,2,11,0
47.23,2,2,11,10
47.8,2,2,11,20
48.25,2,2,11,30
48.6,2,2,11,40
48.84,2,2,11,50
48.97,2,2,12,0
49.0,2,2,12,10
48.91,2,2,12,20
48.71,2,2,12,30
48.41,2,2,12,40
47.99,2,2,12,50
47.47,2,2,13,0
46.85,2,2,13,10
46.11,2,2,13,20
45.28,2,2,13,30
44.35,2,2,13,40
43.31,2,2,13,50
42.18,2,2,14,0
40.96,2,2,14,10
39.64,2,2,14,20
38.24,2,2,14,30
36.75,2,2,14,40
35.18,2,2,14,50
33.53,2,2,15,0
31.8,2,2,15,10
30.01,2,2,15,20
28.14,2,2,15,30
26.22,2,2,15,40
24.23,2,2,15,50
22.19,2,2,16,0
20.11,2,2,16,10
17.97,2,2,16,20
15.8,2,2,16,30
13.59,2,2,16,40
11.35,2,2,16,50
9.09,2,2,17,0
6.81,2,2,17,10
4.51,2,2,17,20
2.2,2,2,17,30
0.0,2,2,17,40
0.0,2,2,17,50
0.0,2,2,18,0
0.0,2,2,18,10
0.0,2,2,18,20
0.0,2,2,18,30
0.0,2,2,18,40
0.0,2,2,18,50
0.0,2,2,19,0
0.0,2,1,5,0
0.0,2,1,5,10
0.0,2,1,5,20
0.0,2,1,5,30
0.0,2,1,5,40
0.0,2,1,5,50
0.0,2,1,6,0
0.0,2,1,6,10
0.0,2,1,6,20
0.0,2,1,6,30
1.16,2,1,6,40
3.47,2,1,6,50
5.78,2,1,7,0
8.08,2,1,7,10
10.35,2,1,7,20
12.61,2,1,7,30
14.83,2,1,7,40
17.02,2,1,7,50
19.18,2,1,8,0
21.29,2,1,8,10
23.35,2,1,8,20
25.36,2,1,8,30
27.32,2,1,8,40
29.21,2,1,8,50
31.04,2,1,9,0
32.8,2,1,9,10
34.48,2,1,9,20
36.09,2,1,9,30
37.62,2,1,9,40
39.06,2,1,9,50
40.42,2,1,10,0
41.68,2,1,10,10
42.85,2,1,10,20
43.93,2,1,10,30
44.91,2,1,10,40
45.78,2,1,10,50
46.56,2,1,11,0
47.23,2,1,11,10
47.79,2,1,11,20
48.25,2,1,11,30
48.6,2,1,11,40
48.84,2,1,11,50
48.97,2,1,12,0
49.0,2,1,12,10
48.91,2,1,12,20
48.71,2,1,12,30
48.4,2,1,12,40
47.99,2,1,12,50
47.47,2,1,13,0
46.84,2,1,13,10
46.11,2,1,13,20
45.27,2,1,13,30
44.33,2,1,13,40
43.3,2,1,13,50
42.16,2,1,14,0
40.93,2,1,14,10
39.61,2,1,14,20
38.21,2,1,14,30
36.71,2,1,14,40
35.14,2,1,14,50
33.48,2,1,15,0
31.75,2,1,15,10
29.95,2,1,15,20
28.08,2,1,15,30
26.15,2,1,15,40
24.16,2,1,15,50
22.12,2,1,16,0
20.03,2,1,16,10
17.89,2,1,16,20
15.71,2,1,16,30
13.5,2,1,16,40
11.26,2,1,16,50
8.99,2,1,17,0
6.7,2,1,17,10
4.4,2,1,17,20
2.09,2,1,17,30
0.0,2,1,17,40
0.0,2,1,17,50
0.0,2,1,18,0
0.0,2,1,18,10
0.0,2,1,18,20
0.0,2,1,18,30
0.0,2,1,18,40
0.0,2,1,18,50
0.0,2,1,19,0
0.0,1,31,5,0
0.0,1,31,5,10
0.0,1,31,5,20
0.0,1,31,5,30
0.0,1,31,5,40
0.0,1,31,5,50
0.0,1,31,6,0
0.0,1,31,6,10
0.0,1,31,6,20
0.0,1,31,6,30
1.16,1,31,6,40
3.47,1,31,6,50
5.78,1,31,7,0
8.08,1,31,7,10
10.35,1,31,7,20
12.61,1,31,7,30
14.83,1,31,7,40
17.02,1,31,7,50
19.18,1,31,8,0
21.29,1,31,8,10
23.35,1,31,8,20
25.36,1,31,8,30
27.32,1,31,8,40
29.21,1,31,8,50
31.04,1,31,9,0
32.8,1,31,9,10
34.48,1,31,9,20
36.09,1,31,9,30
37.62,1,31,9,40
39.06,1,31,9,50
40.42,1,31,10,0
41.68,1,31,10,10
42.85,1,31,10,20
43.93,1,31,10,30
44.91,1,31,10,40
45.78,1,31,10,50
46.56,1,31,11,0
47.23,1,31,11,10
47.79,1,31,11,20
48.25,1,31,11,30
48.6,1,31,11,40
48.84,1,31,11,50
48.97,1,31,12,0
49.0,1,31,12,10
48.91,1,31,12,20
48.71,1,31,12,30
48.4,1,31,12,40
47.99,1,31,12,50
47.47,1,31,13,0
46.84,1,31,13,10
46.11,1,31,13,20
45.27,1,31,13,30
44.33,1,31,13,40
43.3,1,31,13,50
42.16,1,31,14,0
40.93,1,31,14,10
39.61,1,31,14,20
38.21,1,31,14,30
36.71,1,31,14,40
35.14,1,31,14,50
33.48,1,31,15,0
31.75,1,31,15,10
29.95,1,31,15,20
28.08,1,31,15,30
26.15,1,31,15,40
24.16,1,31,15,50
22.12,1,31,16,0
20.03,1,31,16,10
17.89,1,31,16,20
15.71,1,31,16,30
13.5,1,31,16,40
11.26,1,31,16,50
8.99,1,31,17,0
6.7,1,31,17,10
4.4,1,31,17,20
2.09,1,31,17,30
0.0,1,31,17,40
0.0,1,31,17,50
0.0,1,31,18,0
0.0,1,31,18,10
0.0,1,31,18,20
0.0,1,31,18,30
0.0,1,31,18,40
0.0,1,31,18,50
0.0,1,31,19,0
0.0,1,30,5,0
0.0,1,30,5,10
0.0,1,30,5,20
0.0,1,30,5,30
0.0,1,30,5,40
0.0,1,30,5,50
0.0,1,30,6,0
0.0,1,30,6,10
0.0,1,30,6,20
0.0,1,30,6,30
0.91,1,30,6,40
3.19,1,30,6,50
5.46,1,30,7,0
7.71,1,30,7,10
9.95,1,30,7,20
12.17,1,30,7,30
14.36,1,30,7,40
16.51,1,30,7,50
18.63,1,30,8,0
20.71,1,30,8,10
22.74,1,30,8,20
24.72,1,30,8,30
26.64,1,30,8,40
28.51,1,30,8,50
30.31,1,30,9,0
32.04,1,30,9,10
33.7,1,30,9,20
35.28,1,30,9,30
36.79,1,30,9,40
38.21,1,30,9,50
39.54,1,30,10,0
40.79,1,30,10,10
41.94,1,30,10,20
43.0,1,30,10,30
43.97,1,30,10,40
44.83,1,30,10,50
45.59,1,30,11,0
46.25,1,30,11,10
46.81,1,30,11,20
47.26,1,30,11,30
47.61,1,30,11,40
47.84,1,30,11,50
47.97,1,30,12,0
48.0,1,30,12,10
47.91,1,30,12,20
47.71,1,30,12,30
47.41,1,30,12,40
47.0,1,30,12,50
46.49,1,30,13,0
45.87,1,30,13,10
45.15,1,30,13,20
44.32,1,30,13,30
43.4,1,30,13,40
42.38,1,30,13,50
41.26,1,30,14,0
40.05,1,30,14,10
38.75,1,30,14,20
37.37,1,30,14,30
35.89,1,30,14,40
34.34,1,30,14,50
32.71,1,30,15,0
31.01,1,30,15,10
29.24,1,30,15,20
27.4,1,30,15,30
25.5,1,30,15,40
23.54,1,30,15,50
21.53,1,30,16,0
19.47,1,30,16,10
17.36,1,30,16,20
15.22,1,30,16,30
13.05,1,30,16,40
10.84,1,30,16,50
8.61,1,30,17,0
6.36,1,30,17,10
4.1,1,30,17,20
1.82,1,30,17,30
0.0,1,30,17,40
0.0,1,30,17,50
0.0,1,30,18,0
0.0,1,30,18,10
0.0,1,30,18,20
0.0,1,30,18,30
0.0,1,30,18,40
0.0,1,30,18,50
0.0,1,30,19,0
0.0,1,29,5,0
0.0,1,29,5,10
0.0,1,29,5,20
0.0,1,29,5,30
0.0,1,29,5,40
0.0,1,29,5,50
0.0,1,29,6,0
0.0,1,29,6,10
0.0,1,29,6,20
0.0,1,29,6,30
1.03,1,29,6,40
3.31,1,29,6,50
5.58,1,29,7,0
7.84,1,29,7,10
10.08,1,29,7,20
12.29,1,29,7,30
14.49,1,29,7,40
16.64,1,29,7,50
18.76,1,29,8,0
20.84,1,29,8,10
22.87,1,29,8,20
24.85,1,29,8,30
26.77,1,29,8,40
28.64,1,29,8,50
30.43,1,29,9,0
32.16,1,29,9,10
33.82,1,29,9,20
35.4,1,29,9,30
36.9,1,29,9,40
38.32,1,29,9,50
39.65,1,29,10,0
40.89,1,29,10,10
42.04,1,29,10,20
43.09,1,29,10,30
44.05,1,29,10,40
44.9,1,29,10,50
45.66,1,29,11,0
46.31,1,29,11,10
46.86,1,29,11,20
47.3,1,29,11,30
47.63,1,29,11,40
47.86,1,29,11,50
47.98,1,29,12,0
47.99,1,29,12,10
47.89,1,29,12,20
47.69,1,29,12,30
47.37,1,29,12,40
46.95,1,29,12,50
46.43,1,29,13,0
45.8,1,29,13,10
45.06,1,29,13,20
44.23,1,29,13,30
43.29,1,29,13,40
42.25,1,29,13,50
41.13,1,29,14,0
39.9,1,29,14,10
38.59,1,29,14,20
37.19,1,29,14,30
35.71,1,29,14,40
34.14,1,29,14,50
32.5,1,29,15,0
30.79,1,29,15,10
29.0,1,29,15,20
27.15,1,29,15,30
25.24,1,29,15,40
23.27,1,29,15,50
21.25,1,29,16,0
19.18,1,29,16,10
17.07,1,29,16,20
14.92,1,29,16,30
12.74,1,29,16,40
10.52,1,29,16,50
8.29,1,29,17,0
6.03,1,29,17,10
3.76,1,29,17,20
1.48,1,29,17,30
0.0,1,29,17,40
0.0,1,29,17,50
0.0,1,29,18,0
0.0,1,29,18,10
0.0,1,29,18,20
0.0,1,29,18,30
0.0,1,29,18,40
0.0,1,29,18,50
0.0,1,29,19,0
0.0,1,28,5,0
0.0,1,28,5,10
0.0,1,28,5,20
0.0,1,28,5,30
0.0,1,28,5,40
0.0,1,28,5,50
0.0,1,28,6,0
0.0,1,28,6,10
0.0,1,28,6,20
0.0,1,28,6,30
0.91,1,28,6,40
3.2,1,28,6,50
5.47,1,28,7,0
7.73,1,28,7,10
9.98,1,28,7,20
12.2,1,28,7,30
14.4,1,28,7,40
16.56,1,28,7,50
18.68,1,28,8,0
20.77,1,28,8,10
22.8,1,28,8,20
24.79,1,28,8,30
26.71,1,28,8,40
28.58,1,28,8,50
30.38,1,28,9,0
32.12,1,28,9,10
33.78,1,28,9,20
35.36,1,28,9,30
36.87,1,28,9,40
38.29,1,28,9,50
39.62,1,28,10,0
40.87,1,28,10,10
42.02,1,28,10,20
43.08,1,28,10,30
44.03,1,28,10,40
44.89,1,28,10,50
45.65,1,28,11,0
46.3,1,28,11,10
46.85,1,28,11,20
47.3,1,28,11,30
47.63,1,28,11,40
47.86,1,28,11,50
47.98,1,28,12,0
47.99,1,28,12,10
47.89,1,28,12,20
47.69,1,28,12,30
47.37,1,28,12,40
46.95,1,28,12,50
46.42,1,28,13,0
45.79,1,28,13,10
45.05,1,28,13,20
44.21,1,28,13,30
43.27,1,28,13,40
42.24,1,28,13,50
41.1,1,28,14,0
39.88,1,28,14,10
38.56,1,28,14,20
37.16,1,28,14,30
35.67,1,28,14,40
34.1,1,28,14,50
32.46,1,28,15,0
30.74,1,28,15,10
28.95,1,28,15,20
27.09,1,28,15,30
25.18,1,28,15,40
23.2,1,28,15,50
21.18,1,28,16,0
19.11,1,28,16,10
16.99,1,28,16,20
14.83,1,28,16,30
12.64,1,28,16,40
10.43,1,28,16,50
8.19,1,28,17,0
5.93,1,28,17,10
3.65,1,28,17,20
1.37,1,28,17,30
0.0,1,28,17,40
0.0,1,28,17,50
0.0,1,28,18,0
0.0,1,28,18,10
0.0,1,28,18,20
0.0,1,28,18,30
0.0,1,28,18,40
0.0,1,28,18,50
0.0,1,28,19,0
0.0,1,27,5,0
0.0,1,27,5,10
0.0,1,27,5,20
0.0,1,27,5,30
0.0,1,27,5,40
0.0,1,27,5,50
0.0,1,27,6,0
0.0,1,27,6,10
0.0,1,27,6,20
0.0,1,27,6,30
0.78,1,27,6,40
3.02,1,27,6,50
5.25,1,27,7,0
7.47,1,27,7,10
9.68,1,27,7,20
11.86,1,27,7,30
14.01,1,27,7,40
16.13,1,27,7,50
18.22,1,27,8,0
20.26,1,27,8,10
22.26,1,27,8,20
24.21,1,27,8,30
26.1,1,27,8,40
27.93,1,27,8,50
29.7,1,27,9,0
31.4,1,27,9,10
33.04,1,27,9,20
34.59,1,27,9,30
36.07,1,27,9,40
37.46,1,27,9,50
38.77,1,27,10,0
39.99,1,27,10,10
41.13,1,27,10,20
42.16,1,27,10,30
43.11,1,27,10,40
43.95,1,27,10,50
44.69,1,27,11,0
45.34,1,27,11,10
45.87,1,27,11,20
46.31,1,27,11,30
46.64,1,27,11,40
46.86,1,27,11,50
46.98,1,27,12,0
46.99,1,27,12,10
46.9,1,27,12,20
46.69,1,27,12,30
46.38,1,27,12,40
45.97,1,27,12,50
45.45,1,27,13,0
44.83,1,27,13,10
44.11,1,27,13,20
43.28,1,27,13,30
42.36,1,27,13,40
41.34,1,27,13,50
40.23,1,27,14,0
39.02,1,27,14,10
37.73,1,27,14,20
36.35,1,27,14,30
34.89,1,27,14,40
33.35,1,27,14,50
31.74,1,27,15,0
30.05,1,27,15,10
28.29,1,27,15,20
26.47,1,27,15,30
24.59,1,27,15,40
22.65,1,27,15,50
20.67,1,27,16,0
18.63,1,27,16,10
16.55,1,27,16,20
14.44,1,27,16,30
12.29,1,27,16,40
10.11,1,27,16,50
7.92,1,27,17,0
5.7,1,27,17,10
3.47,1,27,17,20
1.23,1,27,17,30
0.0,1,27,17,40
0.0,1,27,17,50
0.0,1,27,18,0
0.0,1,27,18,10
0.0,1,27,18,20
0.0,1,27,18,30
0.0,1,27,18,40
0.0,1,27,18,50
0.0,1,27,19,0
0.0,1,26,5,0
0.0,1,26,5,10
0.0,1,26,5,20
0.0,1,26,5,30
0.0,1,26,5,40
0.0,1,26,5,50
0.0,1,26,6,0
0.0,1,26,6,10
0.0,1,26,6,20
0.0,1,26,6,30
0.67,1,26,6,40
2.92,1,26,6,50
5.15,1,26,7,0
7.37,1,26,7,10
9.58,1,26,7,20
11.77,1,26,7,30
13.92,1,26,7,40
16.05,1,26,7,50
18.14,1,26,8,0
20.19,1,26,8,10
22.19,1,26,8,20
24.14,1,26,8,30
26.04,1,26,8,40
27.88,1,26,8,50
29.65,1,26,9,0
31.36,1,26,9,10
33.0,1,26,9,20
34.56,1,26,9,30
36.04,1,26,9,40
37.44,1,26,9,50
38.75,1,26,10,0
39.97,1,26,10,10
41.11,1,26,10,20
42.15,1,26,10,30
43.09,1,26,10,40
43.94,1,26,10,50
44.69,1,26,11,0
